split,step,suite,horizon,episodes_per_task,seed,initial_state_start,task_id,task_description,H,P,total_episodes,total_successes,success_rate,ci95_low,ci95_high,mean_policy_calls,mean_episode_length,mean_environment_steps_including_settling,policy_calls_per_environment_step,mean_executed_actions_per_policy_call,mean_wall_clock_seconds
transfer,0,libero_spatial,20,3,17,20,8,pick up the black bowl next to the plate and place it on the plate,20,50,3,1,0.3333333333333333,0.06149194472039621,0.7923403991979522,9.666666666666666,192.0,202.0,0.050347222222222224,19.80952380952381,6.06223097940286
transfer,0,libero_spatial,20,3,17,20,9,pick up the black bowl on the wooden cabinet and place it on the plate,20,50,3,0,0.0,5.551115123125783e-17,0.5614970317550454,11.0,220.0,230.0,0.05,20.0,6.6545093000556035
transfer,0,libero_object,5,3,17,20,0,pick up the alphabet soup and place it in the basket,5,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,38.0,187.66666666666666,197.66666666666666,0.2024866785079929,4.919047619047619,9.313912058559557
transfer,0,libero_object,5,3,17,20,1,pick up the cream cheese and place it in the basket,5,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,37.333333333333336,185.33333333333334,195.33333333333334,0.2014388489208633,4.952320136228182,9.315631506964564
transfer,0,libero_object,5,3,17,20,2,pick up the salad dressing and place it in the basket,5,50,3,3,1.0,0.4385029682449546,1.0,26.666666666666668,130.33333333333334,140.33333333333334,0.20460358056265984,4.888677248677248,7.382534376966457
transfer,0,libero_object,5,3,17,20,3,pick up the bbq sauce and place it in the basket,5,50,3,3,1.0,0.4385029682449546,1.0,29.666666666666668,146.33333333333334,156.33333333333334,0.20273348519362186,4.937179487179487,8.003093538184961
transfer,0,libero_object,5,3,17,20,4,pick up the ketchup and place it in the basket,5,50,3,3,1.0,0.4385029682449546,1.0,32.333333333333336,158.66666666666666,168.66666666666666,0.20378151260504201,4.905484976809841,7.66636889303724
transfer,0,libero_object,5,3,17,20,5,pick up the tomato sauce and place it in the basket,5,50,3,3,1.0,0.4385029682449546,1.0,38.0,186.66666666666666,196.66666666666666,0.20357142857142857,4.905954974582426,8.825406384033462
transfer,0,libero_object,5,3,17,20,6,pick up the butter and place it in the basket,5,50,3,3,1.0,0.4385029682449546,1.0,40.0,198.33333333333334,208.33333333333334,0.20168067226890757,4.959643605870021,9.130638332106173
transfer,0,libero_object,5,3,17,20,7,pick up the milk and place it in the basket,5,50,3,3,1.0,0.4385029682449546,1.0,29.333333333333332,146.0,156.0,0.2009132420091324,4.975308641975308,7.535479851998389
transfer,0,libero_object,5,3,17,20,8,pick up the chocolate pudding and place it in the basket,5,50,3,3,1.0,0.4385029682449546,1.0,37.0,182.33333333333334,192.33333333333334,0.20292504570383912,4.929226166190671,6.341031891293824
transfer,0,libero_object,5,3,17,20,9,pick up the orange juice and place it in the basket,5,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,36.333333333333336,180.0,190.0,0.20185185185185187,4.93684710351377,6.088351084540288
transfer,0,libero_object,20,3,17,20,0,pick up the alphabet soup and place it in the basket,20,50,3,1,0.3333333333333333,0.06149194472039621,0.7923403991979522,13.333333333333334,260.3333333333333,270.3333333333333,0.05121638924455826,19.472222222222225,6.786148810448746
transfer,0,libero_object,20,3,17,20,1,pick up the cream cheese and place it in the basket,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,11.0,212.33333333333334,222.33333333333334,0.05180533751962323,19.192592592592593,5.7197786491985125
transfer,0,libero_object,20,3,17,20,2,pick up the salad dressing and place it in the basket,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,13.333333333333334,261.3333333333333,271.3333333333333,0.05102040816326531,19.575396825396826,6.439977490032713
transfer,0,libero_object,20,3,17,20,3,pick up the bbq sauce and place it in the basket,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,10.333333333333334,202.0,212.0,0.05115511551155116,19.48148148148148,5.28473408644398
transfer,0,libero_object,20,3,17,20,4,pick up the ketchup and place it in the basket,20,50,3,1,0.3333333333333333,0.06149194472039621,0.7923403991979522,14.0,277.6666666666667,287.6666666666667,0.05042016806722689,19.833333333333332,6.537967611725132
transfer,0,libero_object,20,3,17,20,5,pick up the tomato sauce and place it in the basket,20,50,3,1,0.3333333333333333,0.06149194472039621,0.7923403991979522,13.333333333333334,263.0,273.0,0.050697084917617236,19.694444444444443,6.5816503173361225
transfer,0,libero_object,20,3,17,20,6,pick up the butter and place it in the basket,20,50,3,3,1.0,0.4385029682449546,1.0,11.666666666666666,220.33333333333334,230.33333333333334,0.0529500756429652,18.90883190883191,5.576376296269397
transfer,0,libero_object,20,3,17,20,7,pick up the milk and place it in the basket,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,12.333333333333334,243.33333333333334,253.33333333333334,0.050684931506849315,19.72820512820513,6.050642289531727
transfer,0,libero_object,20,3,17,20,8,pick up the chocolate pudding and place it in the basket,20,50,3,3,1.0,0.4385029682449546,1.0,11.666666666666666,227.66666666666666,237.66666666666666,0.05124450951683748,19.471794871794874,5.0428540933256345
transfer,0,libero_object,20,3,17,20,9,pick up the orange juice and place it in the basket,20,50,3,3,1.0,0.4385029682449546,1.0,10.666666666666666,204.33333333333334,214.33333333333334,0.052202283849918436,19.197150997150995,4.740968071855605
transfer,0,libero_goal,5,3,17,20,0,open the middle drawer of the cabinet,5,50,3,3,1.0,0.4385029682449546,1.0,27.0,133.0,143.0,0.20300751879699247,4.9249762583095915,7.3565448590864735
transfer,0,libero_goal,5,3,17,20,1,put the bowl on the stove,5,50,3,3,1.0,0.4385029682449546,1.0,19.666666666666668,98.0,108.0,0.20068027210884354,4.983333333333333,6.198292025675376
transfer,0,libero_goal,5,3,17,20,2,put the wine bottle on top of the cabinet,5,50,3,3,1.0,0.4385029682449546,1.0,20.333333333333332,98.66666666666667,108.66666666666667,0.20608108108108109,4.848006379585327,6.295255844481289
transfer,0,libero_goal,5,3,17,20,3,open the top drawer and put the bowl inside,5,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,47.0,233.33333333333334,243.33333333333334,0.20142857142857143,4.9591463414634145,11.530445753596723
transfer,0,libero_goal,5,3,17,20,4,put the bowl on top of the cabinet,5,50,3,3,1.0,0.4385029682449546,1.0,19.0,92.33333333333333,102.33333333333333,0.20577617328519857,4.859356725146198,5.298918969929218
transfer,0,libero_goal,5,3,17,20,5,push the plate to the front of the stove,5,50,3,3,1.0,0.4385029682449546,1.0,27.333333333333332,134.0,144.0,0.20398009950248755,4.904165438648197,6.895826684931914
transfer,0,libero_goal,5,3,17,20,6,put the cream cheese in the bowl,5,50,3,3,1.0,0.4385029682449546,1.0,19.666666666666668,96.66666666666667,106.66666666666667,0.20344827586206896,4.9182539682539685,5.369676275489231
transfer,0,libero_goal,5,3,17,20,7,turn on the stove,5,50,3,3,1.0,0.4385029682449546,1.0,15.0,73.66666666666667,83.66666666666667,0.20361990950226244,4.904761904761905,3.8535471378515163
transfer,0,libero_goal,5,3,17,20,8,put the bowl on the plate,5,50,3,3,1.0,0.4385029682449546,1.0,17.333333333333332,85.0,95.0,0.20392156862745098,4.910216718266255,3.909319144052764
transfer,0,libero_goal,5,3,17,20,9,put the wine bottle on the rack,5,50,3,3,1.0,0.4385029682449546,1.0,31.0,153.0,163.0,0.20261437908496732,4.936945812807882,5.709179923559229
transfer,0,libero_goal,20,3,17,20,0,open the middle drawer of the cabinet,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,11.0,213.0,223.0,0.051643192488262914,19.22222222222222,6.36542056594044
transfer,0,libero_goal,20,3,17,20,1,put the bowl on the stove,20,50,3,3,1.0,0.4385029682449546,1.0,6.666666666666667,129.0,139.0,0.05167958656330749,19.333333333333332,4.326034555211663
transfer,0,libero_goal,20,3,17,20,2,put the wine bottle on top of the cabinet,20,50,3,3,1.0,0.4385029682449546,1.0,10.0,189.33333333333334,199.33333333333334,0.0528169014084507,18.85185185185185,5.740953191493948
transfer,0,libero_goal,20,3,17,20,3,open the top drawer and put the bowl inside,20,50,3,1,0.3333333333333333,0.06149194472039621,0.7923403991979522,14.666666666666666,293.3333333333333,303.3333333333333,0.05,20.0,8.01823952049017
transfer,0,libero_goal,20,3,17,20,4,put the bowl on top of the cabinet,20,50,3,3,1.0,0.4385029682449546,1.0,7.666666666666667,142.0,152.0,0.0539906103286385,18.380952380952383,4.373527535237372
transfer,0,libero_goal,20,3,17,20,5,push the plate to the front of the stove,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,8.666666666666666,168.66666666666666,178.66666666666666,0.05138339920948617,19.177777777777777,5.234311833046377
transfer,0,libero_goal,20,3,17,20,6,put the cream cheese in the bowl,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,11.333333333333334,217.66666666666666,227.66666666666666,0.05206738131699847,19.031746031746035,6.131488891628881
transfer,0,libero_goal,20,3,17,20,7,turn on the stove,20,50,3,3,1.0,0.4385029682449546,1.0,4.666666666666667,89.33333333333333,99.33333333333333,0.05223880597014925,19.194444444444443,3.42653136420995
transfer,0,libero_goal,20,3,17,20,8,put the bowl on the plate,20,50,3,1,0.3333333333333333,0.06149194472039621,0.7923403991979522,13.666666666666666,271.0,281.0,0.05043050430504305,19.787878787878785,6.751820269351204
transfer,0,libero_goal,20,3,17,20,9,put the wine bottle on the rack,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,11.666666666666666,228.0,238.0,0.05116959064327485,19.46801346801347,6.25270882776628
transfer,100,libero_spatial,20,3,17,20,0,pick up the black bowl between the plate and the ramekin and place it on the plate,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,10.333333333333334,199.33333333333334,209.33333333333334,0.051839464882943144,19.205387205387204,6.90801638768365
transfer,100,libero_spatial,20,3,17,20,1,pick up the black bowl next to the ramekin and place it on the plate,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,11.0,211.0,221.0,0.052132701421800945,19.181818181818183,7.319355292866628
transfer,100,libero_spatial,20,3,17,20,2,pick up the black bowl from table center and place it on the plate,20,50,3,3,1.0,0.4385029682449546,1.0,8.0,147.66666666666666,157.66666666666666,0.05417607223476298,18.412037037037038,5.599043830297887
transfer,100,libero_spatial,20,3,17,20,3,pick up the black bowl on the cookie box and place it on the plate,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,9.0,177.0,187.0,0.05084745762711865,19.613756613756614,6.488791240379214
transfer,100,libero_spatial,20,3,17,20,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,9.333333333333334,180.0,190.0,0.05185185185185185,19.25462962962963,6.666051989110808
transfer,100,libero_spatial,20,3,17,20,5,pick up the black bowl on the ramekin and place it on the plate,20,50,3,0,0.0,5.551115123125783e-17,0.5614970317550454,11.0,220.0,230.0,0.05,20.0,7.695457205486794
transfer,100,libero_spatial,20,3,17,20,6,pick up the black bowl next to the cookie box and place it on the plate,20,50,3,3,1.0,0.4385029682449546,1.0,8.333333333333334,153.33333333333334,163.33333333333334,0.05434782608695652,18.451190476190476,5.810830194503069
transfer,100,libero_spatial,20,3,17,20,7,pick up the black bowl on the stove and place it on the plate,20,50,3,3,1.0,0.4385029682449546,1.0,9.666666666666666,187.66666666666666,197.66666666666666,0.05150976909413854,19.350757575757573,7.082159181435903
transfer,100,libero_spatial,20,3,17,20,8,pick up the black bowl next to the plate and place it on the plate,20,50,3,3,1.0,0.4385029682449546,1.0,8.333333333333334,159.0,169.0,0.05241090146750524,19.02857142857143,5.902716229359309
transfer,100,libero_spatial,20,3,17,20,9,pick up the black bowl on the wooden cabinet and place it on the plate,20,50,3,1,0.3333333333333333,0.06149194472039621,0.7923403991979522,11.0,219.66666666666666,229.66666666666666,0.05007587253414264,19.96969696969697,6.892125577976306
transfer,100,libero_object,20,3,17,20,0,pick up the alphabet soup and place it in the basket,20,50,3,1,0.3333333333333333,0.06149194472039621,0.7923403991979522,14.0,277.3333333333333,287.3333333333333,0.05048076923076923,19.80952380952381,7.67491309499989
transfer,100,libero_object,20,3,17,20,1,pick up the cream cheese and place it in the basket,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,12.333333333333334,239.66666666666666,249.66666666666666,0.05146036161335188,19.32804232804233,6.763109319843352
transfer,100,libero_object,20,3,17,20,2,pick up the salad dressing and place it in the basket,20,50,3,1,0.3333333333333333,0.06149194472039621,0.7923403991979522,13.333333333333334,262.6666666666667,272.6666666666667,0.050761421319796954,19.666666666666668,7.200438388002415
transfer,100,libero_object,20,3,17,20,3,pick up the bbq sauce and place it in the basket,20,50,3,3,1.0,0.4385029682449546,1.0,9.333333333333334,174.33333333333334,184.33333333333334,0.05353728489483748,18.750841750841747,4.773105225215356
transfer,100,libero_object,20,3,17,20,4,pick up the ketchup and place it in the basket,20,50,3,0,0.0,5.551115123125783e-17,0.5614970317550454,14.0,280.0,290.0,0.05,20.0,6.576747818849981
transfer,100,libero_object,20,3,17,20,5,pick up the tomato sauce and place it in the basket,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,13.0,249.66666666666666,259.6666666666667,0.0520694259012016,19.17948717948718,6.43167342307667
transfer,100,libero_object,20,3,17,20,6,pick up the butter and place it in the basket,20,50,3,3,1.0,0.4385029682449546,1.0,10.0,190.0,200.0,0.05263157894736842,19.0,4.9537363372122245
transfer,100,libero_object,20,3,17,20,7,pick up the milk and place it in the basket,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,12.333333333333334,242.0,252.0,0.05096418732782369,19.50793650793651,6.177238549105823
transfer,100,libero_object,20,3,17,20,8,pick up the chocolate pudding and place it in the basket,20,50,3,3,1.0,0.4385029682449546,1.0,11.333333333333334,219.0,229.0,0.0517503805175038,19.28095238095238,4.941790472095211
transfer,100,libero_object,20,3,17,20,9,pick up the orange juice and place it in the basket,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,10.666666666666666,207.66666666666666,217.66666666666666,0.051364365971107544,19.37037037037037,4.7668100654458
transfer,100,libero_goal,20,3,17,20,0,open the middle drawer of the cabinet,20,50,3,3,1.0,0.4385029682449546,1.0,8.666666666666666,160.0,170.0,0.05416666666666667,18.48148148148148,5.813442658632994
transfer,100,libero_goal,20,3,17,20,1,put the bowl on the stove,20,50,3,3,1.0,0.4385029682449546,1.0,6.666666666666667,124.33333333333333,134.33333333333334,0.05361930294906166,18.682539682539684,5.002155014003317
transfer,100,libero_goal,20,3,17,20,2,put the wine bottle on top of the cabinet,20,50,3,3,1.0,0.4385029682449546,1.0,7.666666666666667,144.33333333333334,154.33333333333334,0.053117782909930716,18.85185185185185,5.540908998809755
transfer,100,libero_goal,20,3,17,20,3,open the top drawer and put the bowl inside,20,50,3,1,0.3333333333333333,0.06149194472039621,0.7923403991979522,14.666666666666666,288.6666666666667,298.6666666666667,0.050808314087759814,19.666666666666668,8.62984568439424
transfer,100,libero_goal,20,3,17,20,4,put the bowl on top of the cabinet,20,50,3,3,1.0,0.4385029682449546,1.0,6.333333333333333,122.33333333333333,132.33333333333334,0.051771117166212535,19.37301587301587,3.9952595590924225
transfer,100,libero_goal,20,3,17,20,5,push the plate to the front of the stove,20,50,3,3,1.0,0.4385029682449546,1.0,9.333333333333334,183.0,193.0,0.051001821493624776,19.536507936507935,5.32318944701304
transfer,100,libero_goal,20,3,17,20,6,put the cream cheese in the bowl,20,50,3,1,0.3333333333333333,0.06149194472039621,0.7923403991979522,13.333333333333334,261.3333333333333,271.3333333333333,0.05102040816326531,19.466666666666665,7.183372531086206
transfer,100,libero_goal,20,3,17,20,7,turn on the stove,20,50,3,3,1.0,0.4385029682449546,1.0,5.333333333333333,94.66666666666667,104.66666666666667,0.056338028169014086,18.0,3.303282737111052
transfer,100,libero_goal,20,3,17,20,8,put the bowl on the plate,20,50,3,3,1.0,0.4385029682449546,1.0,6.0,112.33333333333333,122.33333333333333,0.05341246290801187,18.722222222222225,3.525779666379094
transfer,100,libero_goal,20,3,17,20,9,put the wine bottle on the rack,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,12.666666666666666,245.0,255.0,0.05170068027210884,19.275252525252526,5.87175876647234
transfer,500,libero_spatial,20,3,17,20,0,pick up the black bowl between the plate and the ramekin and place it on the plate,20,50,3,3,1.0,0.4385029682449546,1.0,7.333333333333333,143.33333333333334,153.33333333333334,0.05116279069767442,19.517592592592592,5.548255804926157
transfer,500,libero_spatial,20,3,17,20,1,pick up the black bowl next to the ramekin and place it on the plate,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,9.333333333333334,185.0,195.0,0.05045045045045045,19.814814814814813,6.664397436504562
transfer,500,libero_spatial,20,3,17,20,2,pick up the black bowl from table center and place it on the plate,20,50,3,3,1.0,0.4385029682449546,1.0,6.333333333333333,120.0,130.0,0.05277777777777778,19.023809523809522,4.77852782420814
transfer,500,libero_spatial,20,3,17,20,3,pick up the black bowl on the cookie box and place it on the plate,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,8.333333333333334,159.0,169.0,0.05241090146750524,18.847222222222225,5.986789111358424
transfer,500,libero_spatial,20,3,17,20,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,20,50,3,3,1.0,0.4385029682449546,1.0,9.0,173.33333333333334,183.33333333333334,0.051923076923076926,19.28240740740741,6.175653056241572
transfer,500,libero_spatial,20,3,17,20,5,pick up the black bowl on the ramekin and place it on the plate,20,50,3,3,1.0,0.4385029682449546,1.0,6.333333333333333,118.0,128.0,0.05367231638418079,18.706349206349206,4.757526182259123
transfer,500,libero_spatial,20,3,17,20,6,pick up the black bowl next to the cookie box and place it on the plate,20,50,3,3,1.0,0.4385029682449546,1.0,6.666666666666667,124.0,134.0,0.053763440860215055,18.61111111111111,4.664474285828571
transfer,500,libero_spatial,20,3,17,20,7,pick up the black bowl on the stove and place it on the plate,20,50,3,3,1.0,0.4385029682449546,1.0,7.666666666666667,144.33333333333334,154.33333333333334,0.053117782909930716,18.833333333333332,5.61241950870802
transfer,500,libero_spatial,20,3,17,20,8,pick up the black bowl next to the plate and place it on the plate,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,8.0,152.33333333333334,162.33333333333334,0.0525164113785558,18.873015873015873,5.499138416101535
transfer,500,libero_spatial,20,3,17,20,9,pick up the black bowl on the wooden cabinet and place it on the plate,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,8.333333333333334,162.66666666666666,172.66666666666666,0.05122950819672131,19.42857142857143,6.13959813117981
transfer,500,libero_object,20,3,17,20,0,pick up the alphabet soup and place it in the basket,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,11.666666666666666,228.66666666666666,238.66666666666666,0.05102040816326531,19.563636363636363,5.949776095027725
transfer,500,libero_object,20,3,17,20,1,pick up the cream cheese and place it in the basket,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,11.666666666666666,229.33333333333334,239.33333333333334,0.050872093023255814,19.692307692307693,5.908545061014593
transfer,500,libero_object,20,3,17,20,2,pick up the salad dressing and place it in the basket,20,50,3,3,1.0,0.4385029682449546,1.0,8.0,146.33333333333334,156.33333333333334,0.05466970387243736,18.291666666666668,4.368922570099433
transfer,500,libero_object,20,3,17,20,3,pick up the bbq sauce and place it in the basket,20,50,3,3,1.0,0.4385029682449546,1.0,7.333333333333333,140.0,150.0,0.05238095238095238,19.13095238095238,4.1119282670939965
transfer,500,libero_object,20,3,17,20,4,pick up the ketchup and place it in the basket,20,50,3,3,1.0,0.4385029682449546,1.0,9.333333333333334,179.33333333333334,189.33333333333334,0.05204460966542751,19.347222222222225,4.592573964347442
transfer,500,libero_object,20,3,17,20,5,pick up the tomato sauce and place it in the basket,20,50,3,3,1.0,0.4385029682449546,1.0,10.0,196.33333333333334,206.33333333333334,0.050933786078098474,19.576190476190476,5.201403800708552
transfer,500,libero_object,20,3,17,20,6,pick up the butter and place it in the basket,20,50,3,3,1.0,0.4385029682449546,1.0,9.333333333333334,175.0,185.0,0.05333333333333334,18.751851851851853,4.672763057053089
transfer,500,libero_object,20,3,17,20,7,pick up the milk and place it in the basket,20,50,3,3,1.0,0.4385029682449546,1.0,9.333333333333334,176.66666666666666,186.66666666666666,0.052830188679245285,18.791666666666668,4.641308778896928
transfer,500,libero_object,20,3,17,20,8,pick up the chocolate pudding and place it in the basket,20,50,3,3,1.0,0.4385029682449546,1.0,9.0,173.66666666666666,183.66666666666666,0.05182341650671785,19.296296296296298,4.10054436357071
transfer,500,libero_object,20,3,17,20,9,pick up the orange juice and place it in the basket,20,50,3,3,1.0,0.4385029682449546,1.0,8.333333333333334,157.33333333333334,167.33333333333334,0.05296610169491525,18.902777777777775,3.8723669707154236
transfer,500,libero_goal,20,3,17,20,0,open the middle drawer of the cabinet,20,50,3,3,1.0,0.4385029682449546,1.0,7.333333333333333,138.66666666666666,148.66666666666666,0.052884615384615384,18.9702380952381,4.43239854897062
transfer,500,libero_goal,20,3,17,20,1,put the bowl on the stove,20,50,3,3,1.0,0.4385029682449546,1.0,6.0,112.33333333333333,122.33333333333333,0.05341246290801187,18.722222222222225,3.9415628143275776
transfer,500,libero_goal,20,3,17,20,2,put the wine bottle on top of the cabinet,20,50,3,3,1.0,0.4385029682449546,1.0,6.0,116.33333333333333,126.33333333333333,0.05157593123209169,19.38888888888889,4.14882153365761
transfer,500,libero_goal,20,3,17,20,3,open the top drawer and put the bowl inside,20,50,3,3,1.0,0.4385029682449546,1.0,13.0,253.66666666666666,263.6666666666667,0.051248357424441525,19.542124542124544,7.050527821915845
transfer,500,libero_goal,20,3,17,20,4,put the bowl on top of the cabinet,20,50,3,3,1.0,0.4385029682449546,1.0,8.0,154.33333333333334,164.33333333333334,0.05183585313174946,19.222222222222218,4.844422412104905
transfer,500,libero_goal,20,3,17,20,5,push the plate to the front of the stove,20,50,3,3,1.0,0.4385029682449546,1.0,10.333333333333334,197.66666666666666,207.66666666666666,0.05227655986509275,19.05489417989418,5.78492157595853
transfer,500,libero_goal,20,3,17,20,6,put the cream cheese in the bowl,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,9.0,177.0,187.0,0.05084745762711865,19.5,5.375690765058001
transfer,500,libero_goal,20,3,17,20,7,turn on the stove,20,50,3,3,1.0,0.4385029682449546,1.0,8.333333333333334,156.66666666666666,166.66666666666666,0.05319148936170213,18.8,4.659767279711862
transfer,500,libero_goal,20,3,17,20,8,put the bowl on the plate,20,50,3,3,1.0,0.4385029682449546,1.0,7.666666666666667,145.66666666666666,155.66666666666666,0.05263157894736842,18.977777777777778,4.129244828596711
transfer,500,libero_goal,20,3,17,20,9,put the wine bottle on the rack,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,11.333333333333334,216.0,226.0,0.05246913580246913,18.866666666666667,5.291875664144754
confirmation,0,libero_10,5,10,27,30,0,put both the alphabet soup and the tomato sauce in the basket,5,50,10,10,1.0,0.7224672001371107,0.9999999999999999,64.4,320.6,330.6,0.20087336244541484,4.977343663201787,16.755752012040467
confirmation,0,libero_10,5,10,27,30,1,put both the cream cheese box and the butter in the basket,5,50,10,10,1.0,0.7224672001371107,0.9999999999999999,55.1,273.2,283.2,0.20168374816983894,4.956650448768138,14.68090917803347
confirmation,0,libero_10,5,10,27,30,2,turn on the stove and put the moka pot on it,5,50,10,10,1.0,0.7224672001371107,0.9999999999999999,52.5,260.2,270.2,0.20176787086856265,4.955571783291354,13.442460991442204
confirmation,0,libero_10,5,10,27,30,3,put the black bowl in the bottom drawer of the cabinet and close it,5,50,10,10,1.0,0.7224672001371107,0.9999999999999999,46.6,231.0,241.0,0.20173160173160173,4.957252090797915,12.44454043963924
confirmation,0,libero_10,5,10,27,30,4,put the white mug on the left plate and put the yellow and white mug on the right plate,5,50,10,10,1.0,0.7224672001371107,0.9999999999999999,51.2,254.0,264.0,0.2015748031496063,4.960988940985824,13.53430370297283
confirmation,0,libero_10,5,10,27,30,5,pick up the book and place it in the back compartment of the caddy,5,50,10,10,1.0,0.7224672001371107,0.9999999999999999,46.2,229.3,239.3,0.20148277365896206,4.964102340748683,11.73596260799095
confirmation,0,libero_10,5,10,27,30,6,put the white mug on the plate and put the chocolate pudding to the right of the plate,5,50,10,8,0.8,0.49016247153664183,0.9433178485456247,63.8,317.6,327.6,0.2008816120906801,4.973072535449691,16.307559232786296
confirmation,0,libero_10,5,10,27,30,7,put both the alphabet soup and the cream cheese box in the basket,5,50,10,10,1.0,0.7224672001371107,0.9999999999999999,58.1,288.7,298.7,0.201246969172151,4.968255827102654,14.662144713941961
confirmation,0,libero_10,5,10,27,30,8,put both moka pots on the stove,5,50,10,6,0.6,0.31267376973365824,0.8318196702937638,94.1,469.6,479.6,0.2003833049403748,4.989857859903555,16.799736079201104
confirmation,0,libero_10,5,10,27,30,9,put the yellow and white mug in the microwave and close it,5,50,10,9,0.9,0.5958499732047615,0.9821237869049271,63.6,316.2,326.2,0.20113851992409867,4.970052194144377,12.25248593715951
confirmation,0,libero_10,20,10,27,30,0,put both the alphabet soup and the tomato sauce in the basket,20,50,10,4,0.4,0.16818032970623614,0.6873262302663417,23.9,476.0,486.0,0.05021008403361345,19.895396825396823,12.557292072102427
confirmation,0,libero_10,20,10,27,30,1,put both the cream cheese box and the butter in the basket,20,50,10,3,0.3,0.10779126740630099,0.6032218525388546,25.2,502.4,512.4,0.05015923566878981,19.93416666666667,12.797349867876619
confirmation,0,libero_10,20,10,27,30,2,turn on the stove and put the moka pot on it,20,50,10,4,0.4,0.16818032970623614,0.6873262302663417,22.9,457.1,467.1,0.05009844672938088,19.94967105263158,11.104032735526562
confirmation,0,libero_10,20,10,27,30,3,put the black bowl in the bottom drawer of the cabinet and close it,20,50,10,9,0.9,0.5958499732047615,0.9821237869049271,17.8,348.2,358.2,0.0511200459506031,19.530266563147,8.889539415761828
confirmation,0,libero_10,20,10,27,30,4,put the white mug on the left plate and put the yellow and white mug on the right plate,20,50,10,3,0.3,0.10779126740630099,0.6032218525388546,24.9,493.5,503.5,0.050455927051671734,19.800621118012423,12.419707937166095
confirmation,0,libero_10,20,10,27,30,5,pick up the book and place it in the back compartment of the caddy,20,50,10,9,0.9,0.5958499732047615,0.9821237869049271,15.5,296.0,306.0,0.052364864864864864,18.971305410275995,6.740704030636698
confirmation,0,libero_10,20,10,27,30,6,put the white mug on the plate and put the chocolate pudding to the right of the plate,20,50,10,3,0.3,0.10779126740630099,0.6032218525388546,23.7,470.5,480.5,0.050371944739638685,19.805764411027567,11.125129483453929
confirmation,0,libero_10,20,10,27,30,7,put both the alphabet soup and the cream cheese box in the basket,20,50,10,10,1.0,0.7224672001371107,0.9999999999999999,19.8,384.1,394.1,0.05154907576152044,19.36290801776483,9.190804396849126
confirmation,0,libero_10,20,10,27,30,8,put both moka pots on the stove,20,50,10,4,0.4,0.16818032970623614,0.6873262302663417,25.6,509.0,519.0,0.05029469548133595,19.880000000000003,11.089118557982147
confirmation,0,libero_10,20,10,27,30,9,put the yellow and white mug in the microwave and close it,20,50,10,0,0.0,0.0,0.2775327998628892,26.0,520.0,530.0,0.05,20.0,10.627788502722979
confirmation,100,libero_10,20,10,27,30,0,put both the alphabet soup and the tomato sauce in the basket,20,50,10,4,0.4,0.16818032970623614,0.6873262302663417,24.5,484.2,494.2,0.05059892606361008,19.732334586466166,12.780836233962328
confirmation,100,libero_10,20,10,27,30,1,put both the cream cheese box and the butter in the basket,20,50,10,7,0.7,0.39677814746114537,0.8922087325936989,21.2,415.6,425.6,0.05101058710298364,19.558284885273714,10.98205548208207
